,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Start Date,Match_ID,Bowler,Player_ID
5797,9,0,46,4,5.11,11.5,13.5,v South Africa,Cape Town,07-Feb-18,ODI # 3971,Yuzvendra Chahal,430246
5798,5.3,0,68,1,12.36,68,33,v South Africa,Johannesburg,10-Feb-18,ODI # 3973,Yuzvendra Chahal,430246
5799,9.2,0,43,2,4.6,21.5,28,v South Africa,Port Elizabeth,13-Feb-18,ODI # 3976,Yuzvendra Chahal,430246
5800,10,0,38,2,3.8,19,30,v South Africa,Centurion,16-Feb-18,ODI # 3978,Yuzvendra Chahal,430246
5801,10,0,51,1,5.1,51,60,v England,Nottingham,12-Jul-18,ODI # 4014,Yuzvendra Chahal,430246
5802,10,0,43,1,4.3,43,60,v England,Lord's,14-Jul-18,ODI # 4016,Yuzvendra Chahal,430246
5803,10,0,41,0,4.1,-,-,v England,Leeds,17-Jul-18,ODI # 4018,Yuzvendra Chahal,430246
5804,10,0,46,3,4.6,15.33,20,v Hong Kong,Dubai (DSC),18-Sep-18,ODI # 4039,Yuzvendra Chahal,430246
5805,7,0,34,0,4.85,-,-,v Pakistan,Dubai (DSC),19-Sep-18,ODI # 4040,Yuzvendra Chahal,430246
5806,10,0,40,0,4,-,-,v Bangladesh,Dubai (DSC),21-Sep-18,ODI # 4042,Yuzvendra Chahal,430246
5807,9,0,46,2,5.11,23,27,v Pakistan,Dubai (DSC),23-Sep-18,ODI # 4044,Yuzvendra Chahal,430246
5808,8,1,31,1,3.87,31,48,v Bangladesh,Dubai (DSC),28-Sep-18,ODI # 4048,Yuzvendra Chahal,430246
5809,10,0,41,3,4.1,13.66,20,v West Indies,Guwahati,21-Oct-18,ODI # 4056,Yuzvendra Chahal,430246
5810,10,0,63,1,6.3,63,60,v West Indies,Visakhapatnam,24-Oct-18,ODI # 4059,Yuzvendra Chahal,430246
5811,10,1,56,1,5.6,56,60,v West Indies,Pune,27-Oct-18,ODI # 4062,Yuzvendra Chahal,430246
5812,10,0,42,6,4.2,7,10,v Australia,Melbourne,18-Jan-19,ODI # 4079,Yuzvendra Chahal,430246
5813,10,0,43,2,4.3,21.5,30,v New Zealand,Napier,23-Jan-19,ODI # 4082,Yuzvendra Chahal,430246
5814,9.2,0,52,2,5.57,26,28,v New Zealand,Mount Maunganui,26-Jan-19,ODI # 4085,Yuzvendra Chahal,430246
5815,9,0,51,2,5.66,25.5,27,v New Zealand,Mount Maunganui,28-Jan-19,ODI # 4088,Yuzvendra Chahal,430246
5816,2.4,0,32,0,12,-,-,v New Zealand,Hamilton,31-Jan-19,ODI # 4091,Yuzvendra Chahal,430246
5817,10,0,41,3,4.1,13.66,20,v New Zealand,Wellington,03-Feb-19,ODI # 4092,Yuzvendra Chahal,430246
5818,10,0,80,1,8,80,60,v Australia,Mohali,10-Mar-19,ODI # 4111,Yuzvendra Chahal,430246
5917,3,0,6,2,2,3,9,v New Zealand,Dharamsala,16-Oct-16,ODI # 3796,Kedar Jadhav,290716
5918,2,0,11,1,5.5,11,12,v New Zealand,Delhi,20-Oct-16,ODI # 3797,Kedar Jadhav,290716
5919,5,0,29,3,5.8,9.66,10,v New Zealand,Mohali,23-Oct-16,ODI # 3798,Kedar Jadhav,290716
5920,8,0,27,0,3.37,-,-,v New Zealand,Ranchi,26-Oct-16,ODI # 3799,Kedar Jadhav,290716
5922,4,0,23,0,5.75,-,-,v England,Pune,15-Jan-17,ODI # 3819,Kedar Jadhav,290716
5923,5,0,45,0,9,-,-,v England,Cuttack,19-Jan-17,ODI # 3821,Kedar Jadhav,290716
5926,3,0,18,0,6,-,-,v Sri Lanka,The Oval,08-Jun-17,ODI # 3882,Kedar Jadhav,290716
5928,6,0,22,2,3.66,11,18,v Bangladesh,Birmingham,15-Jun-17,ODI # 3891,Kedar Jadhav,290716
5929,3,0,27,1,9,27,18,v Pakistan,The Oval,18-Jun-17,ODI # 3894,Kedar Jadhav,290716
5932,0.1,0,0,1,0,0,1,v West Indies,North Sound,30-Jun-17,ODI # 3898,Kedar Jadhav,290716
5934,4,0,13,1,3.25,13,24,v West Indies,Kingston,06-Jul-17,ODI # 3902,Kedar Jadhav,290716
5935,5,0,26,2,5.2,13,15,v Sri Lanka,Dambulla,20-Aug-17,ODI # 3905,Kedar Jadhav,290716
5936,4.4,0,32,0,6.85,-,-,v Sri Lanka,Pallekele,24-Aug-17,ODI # 3906,Kedar Jadhav,290716
5937,3,0,12,1,4,12,18,v Sri Lanka,Pallekele,27-Aug-17,ODI # 3907,Kedar Jadhav,290716
5938,4,0,20,0,5,-,-,v Sri Lanka,Colombo (RPS),03-Sep-17,ODI # 3909,Kedar Jadhav,290716
5942,7,0,38,1,5.42,38,42,v Australia,Bengaluru,28-Sep-17,ODI # 3917,Kedar Jadhav,290716
5943,10,0,48,1,4.8,48,60,v Australia,Nagpur,01-Oct-17,ODI # 3919,Kedar Jadhav,290716
5945,8,0,31,0,3.87,-,-,v New Zealand,Pune,25-Oct-17,ODI # 3931,Kedar Jadhav,290716
5946,8,0,54,0,6.75,-,-,v New Zealand,Kanpur,29-Oct-17,ODI # 3932,Kedar Jadhav,290716
5947,3,0,19,0,6.33,-,-,v South Africa,Durban,01-Feb-18,ODI # 3969,Kedar Jadhav,290716
5948,3,0,11,0,3.66,-,-,v South Africa,Centurion,04-Feb-18,ODI # 3970,Kedar Jadhav,290716
5950,7,0,28,0,4,-,-,v Hong Kong,Dubai (DSC),18-Sep-18,ODI # 4039,Kedar Jadhav,290716
5951,9,1,23,3,2.55,7.66,18,v Pakistan,Dubai (DSC),19-Sep-18,ODI # 4040,Kedar Jadhav,290716
5953,3,0,20,0,6.66,-,-,v Pakistan,Dubai (DSC),23-Sep-18,ODI # 4044,Kedar Jadhav,290716
5954,7,0,27,1,3.85,27,42,v Afghanistan,Dubai (DSC),25-Sep-18,ODI # 4046,Kedar Jadhav,290716
5955,9,0,41,2,4.55,20.5,27,v Bangladesh,Dubai (DSC),28-Sep-18,ODI # 4048,Kedar Jadhav,290716
5958,6,0,35,0,5.83,-,-,v Australia,Melbourne,18-Jan-19,ODI # 4079,Kedar Jadhav,290716
5959,3,0,17,1,5.66,17,18,v New Zealand,Napier,23-Jan-19,ODI # 4082,Kedar Jadhav,290716
5960,6,0,35,1,5.83,35,36,v New Zealand,Mount Maunganui,26-Jan-19,ODI # 4085,Kedar Jadhav,290716
5961,3,0,17,0,5.66,-,-,v New Zealand,Mount Maunganui,28-Jan-19,ODI # 4088,Kedar Jadhav,290716
5963,7,0,34,1,4.85,34,42,v New Zealand,Wellington,03-Feb-19,ODI # 4092,Kedar Jadhav,290716
5964,7,0,31,1,4.42,31,42,v Australia,Hyderabad (Deccan),02-Mar-19,ODI # 4102,Kedar Jadhav,290716
5965,8,0,33,1,4.12,33,48,v Australia,Nagpur,05-Mar-19,ODI # 4106,Kedar Jadhav,290716
5966,2,0,32,0,16,-,-,v Australia,Ranchi,08-Mar-19,ODI # 4109,Kedar Jadhav,290716
5967,5,0,44,0,8.8,-,-,v Australia,Mohali,10-Mar-19,ODI # 4111,Kedar Jadhav,290716
5968,1,0,8,0,8,-,-,v Australia,Delhi,13-Mar-19,ODI # 4113,Kedar Jadhav,290716
6113,2,0,14,1,7,14,12,v West Indies,Johannesburg,30-Sep-09,ODI # 2904,MS Dhoni ,28081
6191,4,0,17,0,4.25,-,-,v Sri Lanka,Cardiff,20-Jun-13,ODI # 3376,MS Dhoni ,28081
6310,6,0,23,0,3.83,-,-,v Australia,Melbourne,18-Jan-19,ODI # 4079,Vijay Shankar,477021
6311,4,0,19,0,4.75,-,-,v New Zealand,Napier,23-Jan-19,ODI # 4082,Vijay Shankar,477021
6312,2,0,17,0,8.5,-,-,v New Zealand,Mount Maunganui,26-Jan-19,ODI # 4085,Vijay Shankar,477021
6313,4,0,19,0,4.75,-,-,v New Zealand,Wellington,03-Feb-19,ODI # 4092,Vijay Shankar,477021
6314,3,0,22,0,7.33,-,-,v Australia,Hyderabad (Deccan),02-Mar-19,ODI # 4102,Vijay Shankar,477021
6315,1.3,0,15,2,10,7.5,4.5,v Australia,Nagpur,05-Mar-19,ODI # 4106,Vijay Shankar,477021
6316,8,0,44,0,5.5,-,-,v Australia,Ranchi,08-Mar-19,ODI # 4109,Vijay Shankar,477021
6317,5,0,29,0,5.8,-,-,v Australia,Mohali,10-Mar-19,ODI # 4111,Vijay Shankar,477021
6462,1,0,3,0,3,-,-,v South Africa,Belfast,26-Jun-07,ODI # 2592,Rohit Sharma ,34102
6473,1,0,5,0,5,-,-,v Australia,Sydney,02-Mar-08,ODI # 2688,Rohit Sharma ,34102
6482,1,0,4,0,4,-,-,v Sri Lanka,Karachi,03-Jul-08,ODI # 2732,Rohit Sharma ,34102
6483,3,0,11,0,3.66,-,-,v Sri Lanka,Karachi,06-Jul-08,ODI # 2735,Rohit Sharma ,34102
6484,2.5,0,11,0,3.88,-,-,v Sri Lanka,Dambulla,18-Aug-08,ODI # 2742,Rohit Sharma ,34102
6486,1,0,9,0,9,-,-,v Sri Lanka,Colombo (RPS),24-Aug-08,ODI # 2750,Rohit Sharma ,34102
6487,4,1,13,0,3.25,-,-,v Sri Lanka,Colombo (RPS),27-Aug-08,ODI # 2755,Rohit Sharma ,34102
6488,2,0,7,0,3.5,-,-,v Sri Lanka,Colombo (RPS),29-Aug-08,ODI # 2756,Rohit Sharma ,34102
6493,4,1,22,0,5.5,-,-,v Sri Lanka,Dambulla,28-Jan-09,ODI # 2806,Rohit Sharma ,34102
6495,2,0,13,0,6.5,-,-,v Sri Lanka,Colombo (RPS),08-Feb-09,ODI # 2818,Rohit Sharma ,34102
6499,8,0,27,2,3.37,13.5,24,v West Indies,Kingston,28-Jun-09,ODI # 2853,Rohit Sharma ,34102
6500,1,0,7,0,7,-,-,v West Indies,Gros Islet,03-Jul-09,ODI # 2854,Rohit Sharma ,34102
6502,3,0,28,0,9.33,-,-,v South Africa,Ahmedabad,27-Feb-10,ODI # 2963,Rohit Sharma ,34102
6503,1,0,5,0,5,-,-,v Zimbabwe,Bulawayo,28-May-10,ODI # 2981,Rohit Sharma ,34102
6507,1,0,5,1,5,5,6,v Bangladesh,Dambulla,16-Jun-10,ODI # 2993,Rohit Sharma ,34102
6509,1,0,9,0,9,-,-,v Sri Lanka,Dambulla,22-Jun-10,ODI # 2999,Rohit Sharma ,34102
6515,4,0,19,0,4.75,-,-,v New Zealand,Bengaluru,07-Dec-10,ODI # 3076,Rohit Sharma ,34102
6517,7,0,30,2,4.28,15,21,v South Africa,Durban,12-Jan-11,ODI # 3079,Rohit Sharma ,34102
6518,2,0,12,1,6,12,12,v South Africa,Johannesburg,15-Jan-11,ODI # 3080,Rohit Sharma ,34102
6519,1,0,5,0,5,-,-,v South Africa,Cape Town,18-Jan-11,ODI # 3082,Rohit Sharma ,34102
6520,2,0,6,0,3,-,-,v South Africa,Port Elizabeth,21-Jan-11,ODI # 3084,Rohit Sharma ,34102
6521,2,0,14,0,7,-,-,v South Africa,Centurion,23-Jan-11,ODI # 3087,Rohit Sharma ,34102
6528,2,0,8,0,4,-,-,v West Indies,Cuttack,29-Nov-11,ODI # 3217,Rohit Sharma ,34102
6531,5,0,39,0,7.8,-,-,v West Indies,Indore,08-Dec-11,ODI # 3223,Rohit Sharma ,34102
6533,2,0,17,1,8.5,17,12,v Australia,Melbourne,05-Feb-12,ODI # 3231,Rohit Sharma ,34102
6535,2,0,15,0,7.5,-,-,v Australia,Adelaide,12-Feb-12,ODI # 3237,Rohit Sharma ,34102
6536,2,0,10,0,5,-,-,v Sri Lanka,Adelaide,14-Feb-12,ODI # 3239,Rohit Sharma ,34102
6537,3,0,17,1,5.66,17,18,v Australia,Brisbane,19-Feb-12,ODI # 3244,Rohit Sharma ,34102
6538,3,0,14,0,4.66,-,-,v Sri Lanka,Dhaka,13-Mar-12,ODI # 3259,Rohit Sharma ,34102
6539,2,0,13,0,6.5,-,-,v Bangladesh,Dhaka,16-Mar-12,ODI # 3261,Rohit Sharma ,34102
6540,3,0,19,0,6.33,-,-,v Pakistan,Dhaka,18-Mar-12,ODI # 3263,Rohit Sharma ,34102
6543,1,0,4,0,4,-,-,v Sri Lanka,Colombo (RPS),28-Jul-12,ODI # 3293,Rohit Sharma ,34102
6544,2,0,6,0,3,-,-,v Sri Lanka,Colombo (RPS),31-Jul-12,ODI # 3294,Rohit Sharma ,34102
6545,6,0,23,0,3.83,-,-,v Sri Lanka,Pallekele,04-Aug-12,ODI # 3295,Rohit Sharma ,34102
6569,2,0,4,0,2,-,-,v West Indies,Kochi,21-Nov-13,ODI # 3436,Rohit Sharma ,34102
6581,5,0,29,0,5.8,-,-,v Sri Lanka,Fatullah,28-Feb-14,ODI # 3476,Rohit Sharma ,34102
6592,3,0,21,0,7,-,-,v Ireland,Hamilton,10-Mar-15,ODI # 3631,Rohit Sharma ,34102
6604,1,0,11,0,11,-,-,v Australia,Perth,12-Jan-16,ODI # 3723,Rohit Sharma ,34102
6673,3,0,21,0,7,-,-,v Pakistan,Centurion,26-Sep-09,ODI # 2898,Virat Kohli ,253802
6686,1.4,0,12,0,7.2,-,-,v Sri Lanka,Dhaka,13-Jan-10,ODI # 2943,Virat Kohli ,253802
6689,2,0,11,0,5.5,-,-,v South Africa,Ahmedabad,27-Feb-10,ODI # 2963,Virat Kohli ,253802
6697,3,0,16,0,5.33,-,-,v Sri Lanka,Dambulla,24-Jun-10,ODI # 3001,Virat Kohli ,253802
6718,1,0,6,0,6,-,-,v Australia,Ahmedabad,24-Mar-11,ODI # 3143,Virat Kohli ,253802
6720,1,0,6,0,6,-,-,v Sri Lanka,Mumbai,02-Apr-11,ODI # 3148,Virat Kohli ,253802
6721,3,1,16,0,5.33,-,-,v West Indies,Port of Spain,06-Jun-11,ODI # 3159,Virat Kohli ,253802
6723,1,0,7,0,7,-,-,v West Indies,North Sound,11-Jun-11,ODI # 3161,Virat Kohli ,253802
6725,3,0,13,0,4.33,-,-,v West Indies,Kingston,16-Jun-11,ODI # 3163,Virat Kohli ,253802
6727,3,0,22,0,7.33,-,-,v England,Southampton,06-Sep-11,ODI # 3187,Virat Kohli ,253802
6730,6,0,44,1,7.33,44,36,v England,Cardiff,16-Sep-11,ODI # 3195,Virat Kohli ,253802
6731,3,0,11,0,3.66,-,-,v England,Hyderabad (Deccan),14-Oct-11,ODI # 3199,Virat Kohli ,253802
6732,5,0,18,0,3.6,-,-,v England,Delhi,17-Oct-11,ODI # 3201,Virat Kohli ,253802
6733,3,0,20,1,6.66,20,18,v England,Mohali,20-Oct-11,ODI # 3205,Virat Kohli ,253802
6734,4,0,14,0,3.5,-,-,v England,Mumbai,23-Oct-11,ODI # 3207,Virat Kohli ,253802
6740,1,0,11,0,11,-,-,v West Indies,Chennai,11-Dec-11,ODI # 3224,Virat Kohli ,253802
6741,1,0,4,0,4,-,-,v Australia,Melbourne,05-Feb-12,ODI # 3231,Virat Kohli ,253802
6746,1,0,14,0,14,-,-,v Sri Lanka,Brisbane,21-Feb-12,ODI # 3246,Virat Kohli ,253802
6755,2,0,7,0,3.5,-,-,v Sri Lanka,Colombo (RPS),31-Jul-12,ODI # 3294,Virat Kohli ,253802
6756,1,0,3,0,3,-,-,v Sri Lanka,Pallekele,04-Aug-12,ODI # 3295,Virat Kohli ,253802
6757,2.5,0,21,0,7.41,-,-,v Pakistan,Chennai,30-Dec-12,ODI # 3314,Virat Kohli ,253802
6760,1,0,9,0,9,-,-,v England,Rajkot,11-Jan-13,ODI # 3318,Virat Kohli ,253802
6766,4,0,26,0,6.5,-,-,v West Indies,The Oval,11-Jun-13,ODI # 3368,Virat Kohli ,253802
6767,2,0,11,0,5.5,-,-,v Pakistan,Birmingham,15-Jun-13,ODI # 3372,Virat Kohli ,253802
6771,2,0,9,0,4.5,-,-,v Sri Lanka,Kingston,02-Jul-13,ODI # 3382,Virat Kohli ,253802
6774,3,0,17,0,5.66,-,-,v Sri Lanka,Port of Spain,11-Jul-13,ODI # 3388,Virat Kohli ,253802
6777,1,0,7,0,7,-,-,v Zimbabwe,Harare,28-Jul-13,ODI # 3399,Virat Kohli ,253802
6780,1,0,12,0,12,-,-,v Australia,Pune,13-Oct-13,ODI # 3419,Virat Kohli ,253802
6782,1,0,18,0,18,-,-,v Australia,Mohali,19-Oct-13,ODI # 3421,Virat Kohli ,253802
6784,2,0,15,0,7.5,-,-,v Australia,Nagpur,30-Oct-13,ODI # 3424,Virat Kohli ,253802
6789,2,0,15,1,7.5,15,12,v South Africa,Johannesburg,05-Dec-13,ODI # 3442,Virat Kohli ,253802
6790,3,0,17,0,5.66,-,-,v South Africa,Durban,08-Dec-13,ODI # 3443,Virat Kohli ,253802
6791,3,0,22,0,7.33,-,-,v South Africa,Centurion,11-Dec-13,ODI # 3444,Virat Kohli ,253802
6792,3,0,13,0,4.33,-,-,v New Zealand,Napier,19-Jan-14,ODI # 3456,Virat Kohli ,253802
6793,2,0,12,0,6,-,-,v New Zealand,Hamilton,22-Jan-14,ODI # 3458,Virat Kohli ,253802
6796,7,0,36,1,5.14,36,42,v New Zealand,Wellington,31-Jan-14,ODI # 3467,Virat Kohli ,253802
6797,1.1,0,6,0,5.14,-,-,v Bangladesh,Fatullah,26-Feb-14,ODI # 3474,Virat Kohli ,253802
6806,2,0,20,0,10,-,-,v West Indies,Delhi,11-Oct-14,ODI # 3533,Virat Kohli ,253802
6807,1,0,14,0,14,-,-,v West Indies,Dharamsala,17-Oct-14,ODI # 3535,Virat Kohli ,253802
6808,0.5,0,6,0,7.2,-,-,v Sri Lanka,Cuttack,02-Nov-14,ODI # 3539,Virat Kohli ,253802
6824,1,0,7,0,7,-,-,v Australia,Sydney,26-Mar-15,ODI # 3645,Virat Kohli ,253802
6825,2,0,12,0,6,-,-,v Bangladesh,Dhaka,18-Jun-15,ODI # 3658,Virat Kohli ,253802
6828,0.2,0,1,0,3,-,-,v South Africa,Kanpur,11-Oct-15,ODI # 3689,Virat Kohli ,253802
6832,2,0,14,0,7,-,-,v South Africa,Mumbai,25-Oct-15,ODI # 3700,Virat Kohli ,253802
6833,2,0,13,0,6.5,-,-,v Australia,Perth,12-Jan-16,ODI # 3723,Virat Kohli ,253802
6834,1,0,7,0,7,-,-,v Australia,Brisbane,15-Jan-16,ODI # 3724,Virat Kohli ,253802
6847,3,0,17,0,5.66,-,-,v Sri Lanka,The Oval,08-Jun-17,ODI # 3882,Virat Kohli ,253802
6859,2,0,12,0,6,-,-,v Sri Lanka,Colombo (RPS),31-Aug-17,ODI # 3908,Virat Kohli ,253802
6894,5,0,25,1,5,25,30,v Ireland,Dublin (Malahide),08-May-15,ODI # 3650,Mark Wood,351588
6895,10,0,48,1,4.8,48,60,v New Zealand,Southampton,14-Jun-15,ODI # 3656,Mark Wood,351588
6896,10,0,49,1,4.9,49,60,v New Zealand,Nottingham,17-Jun-15,ODI # 3657,Mark Wood,351588
6897,10,0,60,0,6,-,-,v New Zealand,Chester-le-Street,20-Jun-15,ODI # 3659,Mark Wood,351588
6898,10,0,72,1,7.2,72,60,v Australia,Southampton,03-Sep-15,ODI # 3680,Mark Wood,351588
6899,9,0,65,0,7.22,-,-,v Australia,Leeds,11-Sep-15,ODI # 3683,Mark Wood,351588
6900,5,1,25,1,5,25,30,v Australia,Manchester,13-Sep-15,ODI # 3684,Mark Wood,351588
6901,10,0,57,1,5.7,57,60,v Pakistan,Southampton,24-Aug-16,ODI # 3770,Mark Wood,351588
6902,10,1,46,3,4.6,15.33,20,v Pakistan,Lord's,27-Aug-16,ODI # 3771,Mark Wood,351588
6903,10,0,75,1,7.5,75,60,v Pakistan,Nottingham,30-Aug-16,ODI # 3773,Mark Wood,351588
6904,10,0,56,2,5.6,28,30,v Pakistan,Cardiff,04-Sep-16,ODI # 3777,Mark Wood,351588
6905,6,0,24,1,4,24,36,v Ireland,Bristol,05-May-17,ODI # 3864,Mark Wood,351588
6906,8.1,0,38,2,4.65,19,24.5,v Ireland,Lord's,07-May-17,ODI # 3865,Mark Wood,351588
6907,6,0,49,1,8.16,49,36,v South Africa,Leeds,24-May-17,ODI # 3872,Mark Wood,351588
6908,10,0,47,0,4.7,-,-,v South Africa,Southampton,27-May-17,ODI # 3873,Mark Wood,351588
6909,10,1,58,0,5.8,-,-,v Bangladesh,The Oval,01-Jun-17,ODI # 3875,Mark Wood,351588
6910,9,0,32,1,3.55,32,54,v New Zealand,Cardiff,06-Jun-17,ODI # 3880,Mark Wood,351588
6911,10,1,33,4,3.3,8.25,15,v Australia,Birmingham,10-Jun-17,ODI # 3885,Mark Wood,351588
6912,8,1,37,0,4.62,-,-,v Pakistan,Cardiff,14-Jun-17,ODI # 3889,Mark Wood,351588
6913,10,0,49,1,4.9,49,60,v Australia,Melbourne,14-Jan-18,ODI # 3951,Mark Wood,351588
6914,9,0,55,0,6.11,-,-,v Australia,Brisbane,19-Jan-18,ODI # 3958,Mark Wood,351588
6915,10,1,46,2,4.6,23,30,v Australia,Sydney,21-Jan-18,ODI # 3960,Mark Wood,351588
6916,9,0,58,1,6.44,58,54,v Australia,Adelaide,26-Jan-18,ODI # 3966,Mark Wood,351588
6917,6,0,36,0,6,-,-,v New Zealand,Wellington,03-Mar-18,ODI # 3982,Mark Wood,351588
6918,8,0,65,1,8.12,65,48,v New Zealand,Dunedin,07-Mar-18,ODI # 3989,Mark Wood,351588
6919,8,0,26,1,3.25,26,48,v New Zealand,Christchurch,10-Mar-18,ODI # 3992,Mark Wood,351588
6920,10,0,71,1,7.1,71,60,v Scotland,Edinburgh,10-Jun-18,ODI # 4008,Mark Wood,351588
6921,8,1,32,1,4,32,48,v Australia,The Oval,13-Jun-18,ODI # 4009,Mark Wood,351588
6922,9,1,57,1,6.33,57,54,v Australia,Cardiff,16-Jun-18,ODI # 4010,Mark Wood,351588
6923,7,0,38,0,5.42,-,-,v Australia,Nottingham,19-Jun-18,ODI # 4011,Mark Wood,351588
6924,9,1,49,2,5.44,24.5,27,v Australia,Chester-le-Street,21-Jun-18,ODI # 4012,Mark Wood,351588
6925,6,0,55,0,9.16,-,-,v India,Nottingham,12-Jul-18,ODI # 4014,Mark Wood,351588
6926,5,0,31,1,6.2,31,30,v India,Lord's,14-Jul-18,ODI # 4016,Mark Wood,351588
6927,10,2,30,1,3,30,60,v India,Leeds,17-Jul-18,ODI # 4018,Mark Wood,351588
6928,8,0,55,0,6.87,-,-,v Sri Lanka,Colombo (RPS),23-Oct-18,ODI # 4058,Mark Wood,351588
6929,7,0,49,0,7,-,-,v West Indies,Bridgetown,20-Feb-19,ODI # 4096,Mark Wood,351588
6930,10,0,38,1,3.8,38,60,v West Indies,Bridgetown,22-Feb-19,ODI # 4097,Mark Wood,351588
6932,10,0,60,4,6,15,15,v West Indies,St George's,27-Feb-19,ODI # 4099,Mark Wood,351588
6933,6,0,55,2,9.16,27.5,18,v West Indies,Gros Islet,02-Mar-19,ODI # 4103,Mark Wood,351588
6934,10,0,71,2,7.1,35.5,30,v Pakistan,Nottingham,17-May-19,ODI # 4138,Mark Wood,351588
6935,7,0,31,1,4.42,31,42,v Australia,Sydney,23-Jan-11,ODI # 3086,Chris Woakes,247235
6936,10,0,45,6,4.5,7.5,10,v Australia,Brisbane,30-Jan-11,ODI # 3091,Chris Woakes,247235
6937,9.2,0,73,0,7.82,-,-,v Australia,Sydney,02-Feb-11,ODI # 3094,Chris Woakes,247235
6938,6,1,20,0,3.33,-,-,v Ireland,Dublin,25-Aug-11,ODI # 3185,Chris Woakes,247235
6940,6,0,35,0,5.83,-,-,v South Africa,Nottingham,05-Sep-12,ODI # 3304,Chris Woakes,247235
6941,9,0,60,1,6.66,60,54,v India,Kochi,15-Jan-13,ODI # 3320,Chris Woakes,247235
6942,9,1,45,1,5,45,54,v India,Dharamsala,27-Jan-13,ODI # 3329,Chris Woakes,247235
6943,10,0,52,2,5.2,26,30,v New Zealand,Hamilton,17-Feb-13,ODI # 3335,Chris Woakes,247235
6944,10,0,68,3,6.8,22.66,20,v New Zealand,Napier,20-Feb-13,ODI # 3336,Chris Woakes,247235
6945,9,0,34,1,3.77,34,54,v New Zealand,Auckland,23-Feb-13,ODI # 3338,Chris Woakes,247235
6946,6,0,45,0,7.5,-,-,v New Zealand,Lord's,31-May-13,ODI # 3360,Chris Woakes,247235
6947,7,0,49,0,7,-,-,v New Zealand,Southampton,02-Jun-13,ODI # 3361,Chris Woakes,247235
6948,10,1,52,4,5.2,13,15,v India,Cardiff,27-Aug-14,ODI # 3517,Chris Woakes,247235
6949,8,1,43,1,5.37,43,48,v India,Nottingham,30-Aug-14,ODI # 3520,Chris Woakes,247235
6950,4,0,40,0,10,-,-,v India,Birmingham,02-Sep-14,ODI # 3523,Chris Woakes,247235
6951,10,1,61,0,6.1,-,-,v India,Leeds,05-Sep-14,ODI # 3525,Chris Woakes,247235
6952,10,0,68,2,6.8,34,30,v Sri Lanka,Colombo (RPS),26-Nov-14,ODI # 3554,Chris Woakes,247235
6953,5,0,23,0,4.6,-,-,v Sri Lanka,Colombo (RPS),29-Nov-14,ODI # 3557,Chris Woakes,247235
6954,7,0,41,3,5.85,13.66,14,v Sri Lanka,Hambantota,03-Dec-14,ODI # 3561,Chris Woakes,247235
6955,9,0,53,1,5.88,53,54,v Sri Lanka,Colombo (RPS),07-Dec-14,ODI # 3563,Chris Woakes,247235
6956,8,0,47,6,5.87,7.83,8,v Sri Lanka,Pallekele,10-Dec-14,ODI # 3565,Chris Woakes,247235
6957,10,1,51,2,5.1,25.5,30,v Sri Lanka,Pallekele,13-Dec-14,ODI # 3567,Chris Woakes,247235
6958,9,0,71,0,7.88,-,-,v Sri Lanka,Colombo (RPS),16-Dec-14,ODI # 3569,Chris Woakes,247235
6959,8,1,40,4,5,10,12,v Australia,Sydney,16-Jan-15,ODI # 3578,Chris Woakes,247235
6960,7,0,35,0,5,-,-,v India,Brisbane,20-Jan-15,ODI # 3586,Chris Woakes,247235
6961,9.5,0,58,2,5.89,29,29.5,v Australia,Hobart,23-Jan-15,ODI # 3589,Chris Woakes,247235
6962,9.1,1,47,2,5.12,23.5,27.5,v India,Perth,30-Jan-15,ODI # 3595,Chris Woakes,247235
6963,10,0,89,0,8.9,-,-,v Australia,Perth,01-Feb-15,ODI # 3597,Chris Woakes,247235
6964,10,0,65,1,6.5,65,60,v Australia,Melbourne,14-Feb-15,ODI # 3600,Chris Woakes,247235
6965,3,1,8,2,2.66,4,9,v New Zealand,Wellington,20-Feb-15,ODI # 3607,Chris Woakes,247235
6966,5.2,0,25,2,4.68,12.5,16,v Scotland,Christchurch,23-Feb-15,ODI # 3611,Chris Woakes,247235
6967,9.2,0,72,0,7.71,-,-,v Sri Lanka,Wellington,01-Mar-15,ODI # 3619,Chris Woakes,247235
6968,10,0,64,0,6.4,-,-,v Bangladesh,Adelaide,09-Mar-15,ODI # 3630,Chris Woakes,247235
6969,9,0,57,0,6.33,-,-,v Australia,Southampton,03-Sep-15,ODI # 3680,Chris Woakes,247235
6970,8,1,37,0,4.62,-,-,v Australia,Lord's,05-Sep-15,ODI # 3681,Chris Woakes,247235
6971,4,0,22,0,5.5,-,-,v Australia,Manchester,08-Sep-15,ODI # 3682,Chris Woakes,247235
6972,8.4,0,40,0,4.61,-,-,v Pakistan,Abu Dhabi,11-Nov-15,ODI # 3707,Chris Woakes,247235
6973,8,0,33,4,4.12,8.25,12,v Pakistan,Abu Dhabi,13-Nov-15,ODI # 3708,Chris Woakes,247235
6974,9.5,0,40,4,4.06,10,14.7,v Pakistan,Sharjah,17-Nov-15,ODI # 3710,Chris Woakes,247235
6975,8,1,46,0,5.75,-,-,v Pakistan,Dubai (DSC),20-Nov-15,ODI # 3712,Chris Woakes,247235
